2025-01-17T22:15:36.511645,31.88
2025-01-17T22:16:40.305187,31.88
2025-01-17T22:17:45.243288,31.85
2025-01-17T22:18:50.173927,31.89
2025-01-17T22:19:56.190316,31.92
2025-01-17T22:21:01.113806,31.88
2025-01-17T22:22:06.059194,32.04
2025-01-17T22:23:10.983597,32.15
2025-01-17T22:24:15.912580,32.13
2025-01-17T22:25:20.836289,32.18
2025-01-17T22:26:25.781904,32.2
2025-01-17T22:27:30.702198,32.27
2025-01-17T22:28:35.652907,32.34
2025-01-17T22:29:40.571450,32.2
2025-01-17T22:38:46.294456,32.11
2025-01-17T22:39:51.155686,32.17
2025-01-17T22:40:56.075810,32.25
2025-01-17T22:42:01.024324,32.28
2025-01-17T22:43:05.938671,32.4
2025-01-17T22:44:10.888386,32.44
2025-01-17T22:45:15.807899,32.4
2025-01-17T22:46:20.759095,32.38
2025-01-17T22:47:25.690967,32.35
2025-01-17T22:48:30.612987,32.37
2025-01-17T22:49:35.546987,32.44
2025-01-17T22:50:40.486002,32.43
2025-01-17T22:51:45.382882,32.39
2025-01-17T22:52:50.315082,32.38
2025-01-17T22:53:55.248948,32.4
2025-01-17T22:55:00.181883,32.35
2025-01-17T22:56:06.204755,32.38
2025-01-17T22:57:11.141603,32.38
2025-01-17T22:58:16.068058,32.42
2025-01-17T22:59:20.987333,32.32
2025-01-17T23:00:25.943863,32.32
2025-01-17T23:01:30.869079,32.4
2025-01-17T23:02:35.799685,32.38
2025-01-17T23:03:40.743392,32.35
2025-01-17T23:04:45.659973,32.4
2025-01-17T23:05:50.608940,32.33
2025-01-17T23:06:55.532742,32.37
2025-01-17T23:08:00.471797,32.32
2025-01-17T23:09:05.361291,32.32
2025-01-17T23:10:10.291507,32.36
2025-01-17T23:11:15.223652,32.37
2025-01-17T23:12:20.155775,32.37
2025-01-17T23:13:26.156166,32.41
2025-01-17T23:14:31.110378,32.39
2025-01-17T23:15:36.039413,32.42
2025-01-17T23:16:40.962241,32.41
2025-01-17T23:17:45.893765,32.42
2025-01-17T23:18:50.817650,32.42
2025-01-17T23:19:55.763959,32.4
2025-01-17T23:21:00.698182,32.38
2025-01-17T23:22:05.630123,32.33
2025-01-17T23:23:10.573786,32.35
2025-01-17T23:24:15.490417,32.37
2025-01-17T23:25:20.436648,32.39
2025-01-17T23:26:25.328809,32.42
2025-01-17T23:27:30.261554,32.43
2025-01-17T23:28:35.194954,32.47
2025-01-17T23:29:41.201840,32.44
2025-01-17T23:30:46.130917,32.42
2025-01-17T23:31:51.084172,32.44
2025-01-17T23:32:56.016155,32.48
2025-01-17T23:34:00.947806,32.47
2025-01-17T23:35:05.874822,32.42
2025-01-17T23:36:10.816367,32.48
2025-01-17T23:37:15.748174,32.44
2025-01-17T23:38:20.677625,32.46
2025-01-17T23:39:25.617686,32.45
2025-01-17T23:40:30.533404,32.4
2025-01-17T23:41:35.490467,32.42
2025-01-17T23:42:40.384450,32.48
2025-01-17T23:43:45.320010,32.51
2025-01-17T23:44:50.256671,32.53
2025-01-17T23:45:55.192362,32.42
2025-01-17T23:47:01.215567,32.4
2025-01-17T23:48:06.145006,32.45
2025-01-17T23:49:11.086011,32.47
2025-01-17T23:50:16.002381,32.51
2025-01-17T23:51:20.936909,32.51
2025-01-17T23:52:25.877393,32.48
2025-01-17T23:53:30.827227,32.46
2025-01-17T23:54:35.754592,32.49
2025-01-17T23:55:40.681245,32.44
2025-01-17T23:56:45.611897,32.47
2025-01-17T23:57:50.562852,32.4
2025-01-17T23:58:55.489045,32.36
2025-01-18T00:00:00.421956,32.36
2025-01-18T00:01:05.324034,32.34
2025-01-18T00:02:10.256822,32.35
2025-01-18T00:03:15.190230,32.38
2025-01-18T00:04:21.211319,32.37
2025-01-18T00:05:26.145469,32.36
2025-01-18T00:06:31.085533,32.38
2025-01-18T00:07:36.015966,32.4
2025-01-18T00:08:40.940697,32.39
2025-01-18T00:09:45.875890,32.4
2025-01-18T00:10:50.795253,32.41
2025-01-18T00:11:55.740399,32.46
2025-01-18T00:13:00.671406,32.37
2025-01-18T00:14:05.608303,32.41
2025-01-18T00:15:10.534610,32.35
2025-01-18T00:16:15.465744,32.35
2025-01-18T00:17:20.363643,32.35
2025-01-18T00:18:25.296430,32.34
2025-01-18T00:19:30.230793,32.39
2025-01-18T00:20:35.166606,32.34
2025-01-18T00:21:41.179252,32.37
2025-01-18T00:22:46.122525,32.34
2025-01-18T00:23:51.052402,32.35
2025-01-18T00:24:55.987808,32.36
2025-01-18T00:26:00.921994,32.33
2025-01-18T00:27:05.848771,32.35
2025-01-18T00:28:10.781926,32.32
2025-01-18T00:29:15.709383,32.36
2025-01-18T00:30:20.653315,32.37
2025-01-18T00:31:25.583612,32.36
2025-01-18T00:32:30.525091,32.32
2025-01-18T00:33:35.448817,32.33
2025-01-18T00:34:40.348147,32.33
2025-01-18T00:35:45.282175,32.34
2025-01-18T00:36:50.215938,32.32
2025-01-18T00:37:55.149742,32.32
2025-01-18T00:39:01.151998,32.4
2025-01-18T00:40:06.086945,32.31
2025-01-18T00:41:11.039048,32.36
2025-01-18T00:42:15.959978,32.35
2025-01-18T00:43:20.909655,32.36
2025-01-18T00:44:25.847676,32.32
2025-01-18T00:45:30.769258,32.34
2025-01-18T00:46:35.687366,32.3
2025-01-18T00:47:40.636518,32.3
2025-01-18T00:48:45.570124,32.3
2025-01-18T00:49:50.498244,32.28
2025-01-18T00:50:55.394247,32.27
2025-01-18T00:52:00.323925,32.28
2025-01-18T00:53:05.256148,32.31
2025-01-18T00:54:10.186926,32.26
2025-01-18T00:55:16.206699,32.32
2025-01-18T00:56:21.140556,32.32
2025-01-18T00:57:26.067830,32.32
2025-01-18T00:58:30.989866,32.31
2025-01-18T00:59:35.935608,32.32
2025-01-18T01:00:40.869082,32.34
2025-01-18T01:01:45.795669,32.31
2025-01-18T01:02:50.726486,32.35
2025-01-18T01:03:55.665512,32.32
2025-01-18T01:05:00.594181,32.15
2025-01-18T01:06:05.523599,32.05
2025-01-18T01:07:10.462890,32.03
2025-01-18T01:08:15.355207,32.09
2025-01-18T01:21:35.460525,32.4
